Date,XLK_Volume,XLF_Volume,XLE_Volume,XLV_Volume,SPY_Volume
2014-03-04,23209800,61500268,21049000,9658900,167545900
2014-03-05,17861600,58700112,21730800,10740200,88376900
2014-03-06,17330800,53457898,15576600,14206800,82516500
2014-03-07,14394800,81544764,19705600,12630300,114513500
2014-03-10,15115400,29071542,17729000,7775900,74939200
2014-03-11,18913200,55578050,24536000,6031700,99009100
2014-03-12,12712200,39319248,18737400,8822700,104824400
2014-03-13,18794800,70116160,22545600,12551400,155014300
2014-03-14,17879600,54433958,21306800,8006100,153919600
2014-03-17,32889800,46338656,20838400,6430200,98359500
2014-03-18,13728000,44158186,13990400,6147200,101804600
2014-03-19,15578800,69971394,18645200,8404800,176267300
2014-03-20,11791000,112214267,17426800,4895400,117241000
2014-03-21,18219400,82702027,28260400,19504500,163128000
2014-03-24,20708200,68496287,20088000,20490000,121411000
2014-03-25,15252600,42096507,14337600,14646400,103852000
2014-03-26,15026800,62505872,17128800,13638300,119843000
2014-03-27,25854800,81009033,22772600,12961000,142383000
2014-03-28,12711600,48922771,19911200,13128800,101642000
2014-03-31,14567000,41048557,16903200,9508100,99745000
2014-04-01,14048400,51651775,20494600,10114900,89193000
2014-04-02,21009400,44565278,20017200,8999300,78774000
2014-04-03,15525200,46626833,21584000,9609100,77435000
2014-04-04,20191600,60202301,27995600,20115400,169381000
2014-04-07,22362600,72897112,22489600,15263300,140803000
2014-04-08,14659400,56290676,23288800,15165000,112660000
2014-04-09,13313800,44907126,14449000,14438600,100254000
2014-04-10,16173600,94458692,24596600,17622500,172959000
2014-04-11,28508800,98050873,26911800,14710100,167251000
2014-04-14,9984600,69247689,19922800,11085300,132382000
2014-04-15,17178600,103855038,44885800,17424500,157093000
2014-04-16,27999400,49363100,26073400,29585700,105197000
2014-04-17,15763400,58956037,37082000,8656900,105255000
2014-04-21,7052000,37683618,17012800,5545000,68329000
2014-04-22,10957000,33032777,12690400,8980300,85790000
2014-04-23,22848200,32197667,17123400,8668900,73869000
2014-04-24,10021400,36918798,17753000,8012600,88170000
2014-04-25,12804000,35205738,17744200,6368600,100380000
2014-04-28,24138200,54068967,22334000,9735200,135121000
2014-04-29,10952200,34182162,16545200,8955800,84098000
2014-04-30,18331200,46774307,21643200,11115200,101508000
2014-05-01,9955400,33615533,21430600,6857500,93019000
2014-05-02,13440200,34600209,17422000,6126300,98122000
2014-05-05,8164400,23206197,16074600,7218700,75883000
2014-05-06,9399800,73906286,14953400,6117700,85454000
2014-05-07,13653800,50411420,19261800,9058100,106500000
2014-05-08,7574800,35858291,21932600,7710000,93618000
2014-05-09,14877000,29373014,17421600,7298600,83679000
2014-05-12,11186800,25643084,10427800,5244500,86940000
2014-05-13,11488200,28989311,9977600,3230400,66454000
2014-05-14,10223200,31432723,9969200,3746700,72367000
2014-05-15,14576600,49008449,22897600,6469400,154956000
2014-05-16,11607400,41206002,29622000,8913400,97458000
2014-05-19,6597000,24674780,10064400,4386100,63839000
2014-05-20,8474200,24000561,9351200,4611800,111644000
2014-05-21,8322800,39055814,11714800,3921500,89093000
2014-05-22,6350000,22555244,13738400,3526100,61549000
2014-05-23,6624200,20383390,10561200,2796300,61092800
2014-05-27,11349000,28444963,10114600,3246500,72010000
2014-05-28,13553800,40448075,15071000,4401700,66723000
2014-05-29,9328000,18361350,14556600,2682200,64377000
2014-05-30,12438400,33521607,11916000,7778100,76316000
2014-06-02,10923000,24982776,10151400,4880300,64656000
2014-06-03,11338600,19306758,11997200,3054500,65047000
2014-06-04,6998400,24081684,7373200,3599800,55529000
2014-06-05,11335200,38203470,12349600,3929800,92103000
2014-06-06,9597800,36753598,10840000,3950900,78696000
2014-06-09,12784000,39739634,11304000,5533400,65119000
2014-06-10,7189400,26550947,7532200,6921400,57129000
2014-06-11,8509400,25320439,11303400,5901200,68772000
2014-06-12,9636000,36993766,23739200,4305300,106350000
2014-06-13,14663400,34428485,19473200,2950700,82017000
2014-06-16,14128800,41736316,26773800,9021700,87424000
2014-06-17,14075200,30098442,20091000,3728200,84834000
2014-06-18,26070600,38125793,29727200,5374200,105267000
2014-06-19,11837400,28443117,17354000,4313800,85929000
2014-06-20,10854400,30669011,18192400,4426700,100587000
2014-06-23,7534200,23893956,15918400,3406700,70611000
2014-06-24,16942600,27761266,35497000,4868300,96237000
2014-06-25,10223800,31616881,27720600,20099100,82782000
2014-06-26,22704600,32902784,16160000,11236400,84312000
2014-06-27,21766600,22087464,16444200,4840900,71445100
2014-06-30,8980800,45984497,12589000,6434500,70201200
2014-07-01,14977800,34924332,13771600,8145300,90470000
2014-07-02,9940000,21714471,11852800,4036600,52475000
2014-07-03,4386000,27225904,7337600,2468600,52938800
2014-07-07,20964400,30418995,13864800,3900300,61696000
2014-07-08,13847800,42234379,20784600,7145400,108143000
2014-07-09,14236200,23890756,12816000,5879900,72992000
2014-07-10,8843800,31814580,29817400,4726600,99040000
2014-07-11,6522600,26102370,21610400,3779600,64243000
2014-07-14,8418200,26266093,13740600,4078700,58658000
2014-07-15,14829000,36321394,19908400,5498900,111307000
2014-07-16,16129600,32831509,16334800,5279000,79986400
2014-07-17,11341400,42034342,22035600,7321900,145398000
2014-07-18,9541000,25827980,16635600,8938700,124330000
2014-07-21,12363200,18265332,18793400,3731900,67592000
2014-07-22,9579600,15999553,11955800,5640400,67678000
2014-07-23,10946800,17625827,13402400,7264400,65612000
2014-07-24,23319200,25123971,11494400,6107400,56888000
2014-07-25,9499000,44700318,9605800,4129300,76837000
2014-07-28,15524400,51911024,14957200,7004900,69259000
2014-07-29,14624800,34997453,13657600,5321800,80466000
2014-07-30,15524600,49021005,21560600,7752700,104222000
2014-07-31,34833000,61818850,34569600,8415200,183479000
2014-08-01,31014800,61016238,35666600,16923800,189261000
2014-08-04,12667400,32232135,25793000,9208900,91340000
2014-08-05,24586800,49123055,32879800,10309500,152690000
2014-08-06,18281800,45635509,23094000,9568000,94818000
2014-08-07,13730000,49004387,26513400,10947000,135733000
2014-08-08,12045600,62985100,23170000,5472600,117014000
2014-08-11,13015400,28040580,22407200,4700600,74544000
2014-08-12,13409800,27079046,19996200,2878500,73632000
2014-08-13,10985400,27864301,12978000,4751900,69047000
2014-08-14,9229200,26959269,15234800,4797400,57371000
2014-08-15,17821800,48988876,22150600,7777600,139951000
2014-08-18,8496000,30915826,17195000,7448800,75424000
2014-08-19,10095600,24872847,11995400,3874500,59135000
2014-08-20,14010600,32671479,11895800,4513800,72763000
2014-08-21,6909000,46030414,11134400,3125900,67791000
2014-08-22,8815400,30347351,14766800,3248900,76107000
2014-08-25,6861400,33893123,8758000,4863000,63855000
2014-08-26,6704600,17016729,11193000,3601300,47298000
2014-08-27,8661400,21784145,7720200,4151700,47874000
2014-08-28,7056600,25850015,6209000,3466000,58330000
2014-08-29,15368000,28003280,10734800,4139100,65907000
2014-09-02,11377600,36352415,17284600,5076800,72426000
2014-09-03,13783200,24151728,14381800,5421900,57462000
2014-09-04,10426400,31148855,24573000,6231400,85236000
2014-09-05,14050400,30005256,17549800,6349400,102177000
2014-09-08,12772200,26755908,21956200,7204800,64146000
2014-09-09,17125400,38428619,19996600,6667300,88591000
2014-09-10,14459600,38567107,20865400,7039600,67251000
2014-09-11,20644400,36650440,25011400,6360300,66774400
2014-09-12,11111400,42971009,30880400,7340200,117409300
2014-09-15,13764400,25694294,26782600,6082500,76401000
2014-09-16,23821200,39350392,26910800,6907900,116201000
2014-09-17,15309000,54889305,22138600,6704300,151266000
2014-09-18,14790600,63655749,24569200,5460700,94990000
2014-09-19,31452600,62190612,18949200,6833500,121649000
2014-09-22,12760800,39775087,21259200,4005700,125553000
2014-09-23,11937000,39927485,18280200,7833900,111393000
2014-09-24,14289000,44279193,49479800,8120900,107276000
2014-09-25,18703000,66656804,26872800,11661500,150300000
2014-09-26,9763000,49182020,22969600,6513000,103547000
2014-09-29,9652800,47184969,30908600,10284100,95112000
2014-09-30,13519800,40730589,43464200,7580800,131302000
2014-10-01,26118400,63257889,37954600,11141700,177798000
2014-10-02,26753600,69509769,58485400,7225200,157285000
2014-10-03,13410200,62092379,40196000,11383100,121569000
2014-10-06,13895600,40801003,40244400,8287500,104778000
2014-10-07,18013400,63099706,35798600,11281800,147913000
2014-10-08,17341200,72327897,71977200,11412300,186461000
2014-10-09,30600200,110277904,73334800,15686000,210705000
2014-10-10,60365200,76225243,120948600,15606800,221909000
2014-10-13,57207800,70603882,95098600,17937500,230939000
2014-10-14,43084200,78074944,111991200,19321000,215847000
2014-10-15,58134400,134405258,138939200,32120100,380715000
2014-10-16,54246200,101397347,119592600,30185000,270391000
2014-10-17,25571800,65796704,76000000,15704700,214625000
2014-10-20,18442800,60934746,53005200,9848900,130011000
2014-10-21,23145600,62988547,62716400,14961400,154949000
2014-10-22,24158400,56880817,72285000,13813800,151822000
2014-10-23,64432000,99572513,53116000,11165000,154944000
2014-10-24,13806400,32770205,50494800,9703500,117927000
2014-10-27,11887000,27325984,47002800,9110800,82954000
2014-10-28,15490800,44604546,47250000,8770600,106736000
2014-10-29,26352200,55631844,53445000,10162400,142557000
2014-10-30,18376400,41918628,37592000,11630600,113330000
2014-10-31,19925800,46879927,40528600,11388000,146903000
2014-11-03,19059600,60885014,53211200,8680700,93600000
2014-11-04,12866400,36701526,46878200,5716000,93343000
2014-11-05,14556200,30312760,54890200,6592100,91709000
2014-11-06,17179200,33192561,46052600,7962400,107089000
2014-11-07,14951400,35459694,36084000,13895600,89540000
2014-11-10,9641800,37733474,45906800,5455300,66319000
2014-11-11,6108600,47698542,34761800,9777500,54499400
2014-11-12,9033200,23048629,35249200,3879900,90120300
2014-11-13,10792200,36133543,63176600,5216600,85357900
2014-11-14,8686600,14073777,35924600,6331800,80417500
2014-11-17,8265400,19907978,24430200,8587200,80441000
2014-11-18,9659800,15630130,39360600,8240100,76068100
2014-11-19,14334000,27164231,29492400,6253600,82373000
2014-11-20,9794800,19798912,33834600,9041600,72840300
2014-11-21,12925600,25110061,57370400,8098700,142327300
2014-11-24,6226400,23038411,33356200,5020100,65880800
2014-11-25,9489200,28864242,45108000,5510200,79108300
2014-11-26,20482000,10769280,41746400,5325900,62167800
2014-11-28,10865000,9621496,85076600,4395500,57890100
2014-12-01,23329400,33654309,103189000,8537400,103968400
2014-12-02,11261200,26767603,66469800,7444800,74507200
2014-12-03,8543400,17814417,63098400,6577000,68952000
2014-12-04,7533600,20925400,47159000,4235400,91316600
2014-12-05,14359000,37209929,46886600,8325100,91025500
2014-12-08,13379800,52915889,82385400,5942800,108588200
2014-12-09,16443400,55516992,67337800,9776300,125180100
2014-12-10,16541200,63708559,89067600,9011200,159856400
2014-12-11,18076400,71819494,71103400,7383300,159012800
2014-12-12,17966000,48320689,100108600,10438600,202330200
2014-12-15,20502200,45935750,94962200,17776200,189965800
2014-12-16,31303000,45497391,114568800,14735600,259543800
2014-12-17,30566000,53873361,124940400,17776200,253910100
2014-12-18,21318600,46183796,104527000,16048100,257633900
2014-12-19,23388800,49107421,93485600,17822000,245084600
2014-12-22,12214000,19475282,66476200,9896600,148318900
2014-12-23,13398800,22928360,53058400,22190400,122167900
2014-12-24,5311200,9773278,28095600,4519100,42963400
2014-12-26,4557000,18149002,28929200,4242800,57326700
2014-12-29,9276600,22126486,36448200,5225900,79643900
2014-12-30,11006800,20298451,38296200,4965100,73540800
2014-12-31,11910600,29869969,43083800,7863600,130333800
2015-01-02,16990400,40511471,55498200,7516800,121465900
2015-01-05,14389400,50770502,90790400,10784800,169632600
2015-01-06,17491200,57454463,83753200,13344500,209151400
2015-01-07,13069200,36287049,62384800,14146400,125346700
2015-01-08,28423400,37995923,56373800,22138400,147217800
2015-01-09,18339800,36300590,49904200,9724300,158567300
2015-01-12,11257400,38356360,57881200,11972100,144396100
2015-01-13,23358400,45785445,68102800,14219800,214553300
2015-01-14,17661400,71356023,104305000,12548000,192991100
2015-01-15,18655400,58038203,82692000,16382800,176613900
2015-01-16,37643000,89499855,85483800,13759300,211879600
2015-01-20,24031600,39330942,56171600,10387200,130991100
2015-01-21,27838200,49251571,56661600,8391000,122942700
2015-01-22,17624400,97345387,66037600,11497400,174356000
2015-01-23,12957600,34069402,42294800,6815600,117516800
2015-01-26,19467000,27588310,36724200,7871700,92009700
2015-01-27,21584000,35186781,43204600,10040100,134044600
2015-01-28,26094400,85405918,77666800,11005400,168514300
2015-01-29,33635200,50409450,60247400,12120000,173585400
2015-01-30,26012600,64531113,87696200,13886500,197729700
2015-02-02,31247200,62984977,70931400,18042300,163107000
2015-02-03,19767400,66155787,94055800,17432800,124212900
2015-02-04,11778800,37523958,82264400,15184800,134306700
2015-02-05,10183600,30264135,63572400,10801400,97953200
2015-02-06,9580600,83237512,52269200,11886100,125672000
2015-02-09,14331400,37354080,40407600,8139000,87219000
2015-02-10,22491400,39742220,43942600,8629000,96164200
2015-02-11,12500000,36080733,52393200,8088100,91087800
2015-02-12,13538400,40635310,52844600,10124100,97545900
2015-02-13,8631600,23270085,62375800,8592300,93670400
2015-02-17,10680600,17869196,44251800,8381700,76968200
2015-02-18,7499600,36387868,38762800,7780900,80652900
2015-02-19,6250800,21550255,47744000,5383600,91462500
2015-02-20,13867000,40206183,51283600,8213700,140896400
2015-02-23,8094000,23616735,39359000,8577500,74411100
2015-02-24,9311000,33958612,30861400,8052200,72472300
2015-02-25,11734800,32659415,32051400,9629700,73061700
2015-02-26,15118800,33480738,38698200,4424900,72697900
2015-02-27,12112000,28937856,26724400,6745300,108076000
2015-03-02,13689000,27137641,35957000,6769900,87491400
2015-03-03,17224200,31729394,24699400,10144000,110325800
2015-03-04,11765400,47685247,33205600,9153500,114497200
2015-03-05,15408600,25112031,22489000,6252100,76873000
2015-03-06,16153400,74347599,38352600,12314900,188128000
2015-03-09,12498600,26666907,34882200,10306300,89818900
2015-03-10,17595800,49650662,38061200,12323900,157121300
2015-03-11,23040400,36531648,26102000,7525100,110145700
2015-03-12,24669800,50418806,38490000,7574200,93993500
2015-03-13,30375400,40917578,42023800,6480400,162410900
2015-03-16,17278800,39676730,33897000,13635100,136099200
2015-03-17,19067400,22247248,27872600,10142500,94510400
2015-03-18,31710800,58915168,55507400,12886900,228808500
2015-03-19,17984800,42486734,46481800,9403900,117917300
2015-03-20,38592200,47450742,45221200,9544300,177715100
2015-03-23,7506200,26417014,24320200,4667800,71784500
2015-03-24,14234800,22615686,29561800,8467700,77805300
2015-03-25,16348600,40570806,31797000,15039100,159521700
2015-03-26,18004800,40238682,30637200,18253800,153067200
2015-03-27,15818600,30154207,23934600,8841600,118939000
2015-03-30,13210800,43422048,36375600,8008200,96180400
2015-03-31,15927200,26132160,18807400,8442900,126768700
2015-04-01,20855600,32823015,26586600,21829300,137303600
2015-04-02,10938600,26472163,27715400,7560100,86900900
2015-04-06,14689400,19432443,31086600,5746200,114368200
2015-04-07,9368600,22346466,28284200,5599300,81236300
2015-04-08,14407000,22778055,24091400,12577100,89351900
2015-04-09,14580200,25595691,27750200,8181400,85548900
2015-04-10,8632600,18165005,17701000,5084300,72722900
2015-04-13,7774400,38112499,19880600,6814800,74436600
2015-04-14,11702600,32499016,27440200,5878700,75099900
2015-04-15,25166200,45762179,40013800,6254600,99529300
2015-04-16,18228600,27839065,42555000,4439500,68934900
2015-04-17,20318800,49064829,33834800,12115400,191113200
2015-04-20,9691600,19100196,25420800,6659500,92189500
2015-04-21,10002800,26714793,23640800,6577200,72559800
2015-04-22,12190200,26511555,20259000,6078200,78264600
2015-04-23,11799600,26294652,25151600,10532500,102585900
2015-04-24,12457600,23031271,23015200,10397200,61327400
2015-04-27,18501400,29486759,22651200,17847700,79358100
2015-04-28,18299600,31748721,22250800,15798400,86863500
2015-04-29,17142200,49893538,31806200,13661300,125684900
2015-04-30,17305200,42838185,33104200,14554400,161304900
2015-05-01,21096800,22565584,22709200,11508300,103399700
2015-05-04,15397600,27367961,28868400,8561700,70927200
2015-05-05,16209800,37717594,32152600,11373800,113326200
2015-05-06,19747800,36626312,32777200,10152200,135060200
2015-05-07,11280600,39290812,34793200,9019700,88244900
2015-05-08,19638400,40714217,29030400,11222400,155877300
2015-05-11,12093000,38354636,36288800,7980700,75708100
2015-05-12,15301000,48760649,19703000,7019800,119727600
2015-05-13,18613000,29430379,25069400,6005800,94667900
2015-05-14,13952400,26445450,19235800,6894400,95934000
2015-05-15,16936400,28494942,19561200,3872300,76510100
2015-05-18,6786600,19841750,14459600,6792200,74549700
2015-05-19,9130800,32513049,27839600,5869200,72114600
2015-05-20,22021800,37350263,25247600,10577000,76857500
2015-05-21,7426200,23172098,20174600,4537900,64764600
2015-05-22,7937000,16231966,12721400,4612300,57433500
2015-05-26,15848800,54832187,26367200,9533800,124308600
2015-05-27,25174200,31773341,22750000,13043700,93214000
2015-05-28,9329600,21900598,24328400,5766400,74974600
2015-05-29,15476800,31521478,25956200,9839200,124919600
2015-06-01,13872600,23062170,16974400,7466700,93338800
2015-06-02,11275600,26426862,20366000,5722400,91531000
2015-06-03,11314600,40898498,17280600,5357600,87820900
2015-06-04,16694600,37471271,31892200,6479500,151882800
2015-06-05,15455000,52402931,37912000,7772200,121704700
2015-06-08,16759000,28272131,19414600,6736600,89063300
2015-06-09,15413400,31163011,22066200,8297500,105034700
2015-06-10,17929600,53968148,19570800,7728800,134551300
2015-06-11,11289400,60034147,16833000,4912000,73876400
2015-06-12,12317600,42206558,21009000,6330600,135382400
2015-06-15,18358200,40678641,16151000,7150200,124384200
2015-06-16,18346600,36228207,18035200,6041400,85308200
2015-06-17,22047800,55448179,20827400,5132100,126708600
2015-06-18,17926400,70136594,25345200,9511200,165867900
2015-06-19,26869600,47071470,34469800,10327400,130478700
2015-06-22,10876000,40678518,21154800,6635000,70696000
2015-06-23,7986600,33542288,14235400,4631600,68476800
2015-06-24,9693600,26541099,13596600,7294400,92307300
2015-06-25,9827600,43711579,17371400,9232500,97107400
2015-06-26,20348600,30737208,23544600,6147500,104174800
2015-06-29,26214800,52912442,27794400,13675900,202621300
2015-06-30,22765800,77383245,30341200,8722200,182925100
2015-07-01,16299000,52375111,27820200,7756500,135979900
2015-07-02,10321400,24081438,19400400,5678800,104373700
2015-07-06,15018000,33223951,27018200,9352600,117975400
2015-07-07,39319800,63077548,41372200,10653300,173820200
2015-07-08,32320000,56789354,33042600,13074900,164020100
2015-07-09,17987600,31236625,23912000,6654600,144113100
2015-07-10,13496600,36120618,26500800,8059500,129456900
2015-07-13,14143000,41191230,28717600,7815100,106069400
2015-07-14,12252800,27691961,25308400,5831800,81709600
2015-07-15,13077000,62160945,25416600,6994900,97914100
2015-07-16,10413200,39781365,15721400,5109200,106683300
2015-07-17,15550000,22286763,28192000,3877900,89030000
2015-07-20,18619000,25354045,27666800,3874800,70446800
2015-07-21,11950400,24390172,21238000,8140200,77965000
2015-07-22,17182600,36459143,30418600,5765400,88667900
2015-07-23,12645200,36561685,22569200,5677400,90509100
2015-07-24,19492200,32149658,25108200,13229700,117755000
2015-07-27,17307200,34805048,34393400,11037000,132361100
2015-07-28,15775000,29677194,37877200,11445100,123544800
2015-07-29,16752600,33091373,46854600,9367000,105791300
2015-07-30,13616400,20597954,25254400,5381100,91304400
2015-07-31,21824000,24137571,43578800,7910300,103266900
2015-08-03,18396600,42025601,33853200,8447800,113965700
2015-08-04,14765400,30678613,25525000,10778700,81820800
2015-08-05,20785600,24771536,36947600,5391200,85786800
2015-08-06,13019800,23921408,46519200,13360200,116030800
2015-08-07,15825000,30673812,34163400,10863600,117858000
2015-08-10,11144000,30165778,38888800,7951100,80270700
2015-08-11,54689000,65448208,42107800,7914900,126081400
2015-08-12,20071400,77509300,46966000,9665900,172123700
2015-08-13,13287800,27547564,39627200,6329300,89383300
2015-08-14,11906000,33603346,24242400,5504000,72786500
2015-08-17,11183400,28771055,19064200,5796000,79072600
2015-08-18,9383800,20245642,22126800,5465900,71692700
2015-08-19,18455200,57382080,40366000,10070300,172946000
2015-08-20,27453800,67731590,50673200,12992900,194327900
2015-08-21,47332800,127715881,50840400,24008300,346588500
2015-08-24,72207800,143651668,86002200,33675700,507244300
2015-08-25,37210800,84936661,55393200,17883700,369833100
2015-08-26,68776800,146056427,79464400,26115600,339257000
2015-08-27,40211000,96219884,64482800,18689700,274143900
2015-08-28,27672200,40348364,62926800,10045600,160414400
2015-08-31,22100600,58845124,72387000,15143100,163298800
2015-09-01,42578000,86294454,57425200,21723600,256000400
2015-09-02,25370200,52533664,51057800,12491700,160269300
2015-09-03,22062200,60273576,43790000,14080100,152087800
2015-09-04,27561000,54210039,33368400,16587900,207081000
2015-09-08,18909200,49726245,31255200,11697400,116025700
2015-09-09,19304600,43741739,36955400,12424000,149347700
2015-09-10,28048800,43653476,36985600,17313700,158611100
2015-09-11,13719400,26809949,26688600,7633000,119691200
2015-09-14,14890800,31837353,24962600,6232200,79452000
2015-09-15,17612000,41048311,29633200,8414600,113806200
2015-09-16,15436200,28008328,34433400,12003400,99581600
2015-09-17,33565200,75221486,39645400,19149000,276046600
2015-09-18,36230200,85290820,42473800,23716000,223657500
2015-09-21,13921200,47097445,31379400,23860100,105726200
2015-09-22,24576400,65335941,34100800,29234000,153890900
2015-09-23,11356400,34891095,27969400,9578700,92790600
2015-09-24,22056400,51271027,37824000,20064500,159378800
2015-09-25,21657800,55416173,31666800,30973700,155054800
2015-09-28,25166600,58422891,32702800,66470200,178515900
2015-09-29,26206800,48264309,37762400,31776000,159045600
2015-09-30,24933600,49086741,32256200,26565600,163452000
2015-10-01,27036000,48512971,34891000,19853100,131079000
2015-10-02,29834000,75346063,39859600,23741800,211003300
2015-10-05,17137800,47975517,47614000,18389800,126320800
2015-10-06,19715800,36684908,54932800,30431600,110274500
2015-10-07,30437800,38597020,80006200,27466100,124307300
2015-10-08,30749600,37237011,54143400,23182700,153055200
2015-10-09,22753000,58339183,51971400,13890000,107069200
2015-10-12,12687400,25312191,43492400,11074500,56395600
2015-10-13,17903600,42452020,41675600,17273300,88038700
2015-10-14,25512200,44763838,30353400,21786200,99106200
2015-10-15,16843800,55652525,39016400,22133300,134142200
2015-10-16,14972600,36542235,40062400,17657000,114580100
2015-10-19,14184200,32690313,39000400,15694700,76523900
2015-10-20,11857800,23941473,27513000,14802000,78448500
2015-10-21,18834400,29215200,29324200,36068300,102038000
2015-10-22,28472000,61204335,37481400,35524500,174911700
2015-10-23,33383400,45903498,31262000,26524200,144442300
2015-10-26,16576200,24485698,23672200,17831900,69033000
2015-10-27,15358000,28664204,42214600,25160900,77905800
2015-10-28,29559200,112058299,39513000,18158000,135906700
2015-10-29,15218000,48479611,19507200,22780700,90525500
2015-10-30,18679000,62867662,28514400,12427200,131076900
2015-11-02,27486600,73531446,30773800,18646600,86270800
2015-11-03,13758000,42479225,42654400,10428700,95246100
2015-11-04,14597200,40100564,35437600,11533000,96224500
2015-11-05,13457600,45236788,32467000,9172000,78408700
2015-11-06,13737800,85556100,27522400,12661100,110471500
2015-11-09,20292400,59169369,25374000,15625000,131008700
2015-11-10,34546600,41119339,25370800,9737400,75874600
2015-11-11,16402200,27576370,28739400,10580900,67846000
2015-11-12,16068000,66597469,38623000,10870800,121315200
2015-11-13,30089800,53877793,35559200,18196800,153577100
2015-11-16,18158400,53560564,34726200,12959800,117645200
2015-11-17,18788800,46013180,30457800,7882300,121123700
2015-11-18,20333600,83572836,41903000,12816300,121342500
2015-11-19,18735000,35613076,37825000,11128000,88220500
2015-11-20,14576400,44189330,28428000,9224500,94011500
2015-11-23,14454200,31828859,32814600,10362700,64931200
2015-11-24,22606800,35916887,37886200,7174700,98874400
2015-11-25,13153200,24226080,22201200,4594400,51980100
2015-11-27,7601400,23191055,16752800,2658000,37317800
2015-11-30,34051200,30361138,35210600,8846100,112822700
2015-12-01,15558000,38268343,27594000,10659200,97858400
2015-12-02,19394200,43846620,50856200,9875100,108441300
2015-12-03,23708600,59308595,48438400,13191400,166224200
2015-12-04,25680400,52547451,65678600,14929800,192913900
2015-12-07,25629800,31381144,65600800,8511000,102027100
2015-12-08,22756600,35697769,54673800,7483600,103372400
2015-12-09,32507800,66624798,57513800,17593600,162401500
2015-12-10,18146800,58161303,77829800,9778500,116128900
2015-12-11,33920600,89542078,58008000,15178300,211173300
2015-12-14,42068400,71948873,78233200,21091500,182385200
2015-12-15,34043800,93332943,58140600,14006300,154069600
2015-12-16,36347600,102205375,57502400,15273700,197017000
2015-12-17,24217200,70913355,58149600,11469100,173092500
2015-12-18,45627800,113598773,54278400,15159800,251393500
2015-12-21,22326600,50728156,48030000,6707200,99094300
2015-12-22,18965200,57087748,50583000,7495800,111026200
2015-12-23,16090600,40627924,60421000,8091000,110987200
2015-12-24,4865600,13844688,14430600,2568300,48539600
2015-12-28,14354400,16747016,25107800,6534700,65899900
2015-12-29,13618400,38040239,30212600,7243100,92640700
2015-12-30,14393000,19339133,30102400,8496500,63317700
2015-12-31,17669000,59154720,38404800,6591700,114877900
2016-01-04,43277200,93387476,43617400,19666300,222353500
2016-01-05,32134400,52096536,31058400,14540000,110845800
2016-01-06,27716800,77248574,53924200,14651700,152112600
2016-01-07,33681400,92006910,56163800,17850400,213436100
2016-01-08,38466200,83028242,38454200,17022800,209817200
2016-01-11,38270200,70986600,56889400,28563800,187941300
2016-01-12,31683200,80633578,71188200,13727000,172330500
2016-01-13,43924600,125524947,67916800,16202500,221168900
2016-01-14,39591200,95264013,76148600,23342300,240795600
2016-01-15,40355600,94362797,73760400,17882300,324846400
2016-01-19,39317600,83779398,71744600,13495200,195244400
2016-01-20,59263600,107682217,102614800,24665600,286547800
2016-01-21,44271400,91494814,87341400,17102800,195772900
2016-01-22,22496400,59334200,77245000,11343800,168319600
2016-01-25,20961200,78982191,58240000,10131900,130371700
2016-01-26,22947400,63973716,50709800,12449700,141036800
2016-01-27,36044800,77206350,72989000,15924700,185681700
2016-01-28,35133600,79906672,76343800,26127300,143798800
2016-01-29,32226600,100518905,62996400,17578200,210529300
2016-02-01,29594600,84561575,55370200,16705700,136061600
2016-02-02,27902400,86157444,50462400,12968700,182564900
2016-02-03,43012400,151930266,72881400,19453100,205054900
2016-02-04,36405800,97011048,74112200,18958100,139531800
2016-02-05,47554800,81506726,60482000,16744000,180788300
2016-02-08,49642800,132312804,69613400,24652800,191526700
2016-02-09,49510600,168924221,74822600,20741700,184513100
2016-02-10,33950000,80836939,60431600,14728500,148214100
2016-02-11,49254600,155436893,95973800,22801100,219058900
2016-02-12,21786800,119640644,51564000,10316000,127632400
2016-02-16,20586600,97496185,67600400,17303000,120250700
2016-02-17,22257400,79846353,58560000,12140000,136009500
2016-02-18,23156800,79491948,57664600,9722100,102343000
2016-02-19,17158600,91481888,50257600,8875100,114793000
2016-02-22,13181400,52408225,49416600,7515700,103640300
2016-02-23,16379000,71553352,42910000,8211900,111455300
2016-02-24,20288800,89023089,50559600,11118600,150812200
2016-02-25,18806800,87713797,37177800,9496400,110728300
2016-02-26,19545200,100096303,42310200,10365700,129833700
2016-02-29,27203800,70846020,45966600,11091700,125918100
2016-03-01,24608400,100224943,47286000,14549100,141799700
2016-03-02,17496200,89863616,53590000,10923700,102415000
2016-03-03,15767800,76643660,48791200,10815000,95172200
2016-03-04,15771800,70707286,61103200,9855700,129293600
2016-03-07,31627000,48251261,66721000,11082400,100219000
2016-03-08,23401000,94684581,59635200,8204200,123974900
2016-03-09,24321200,59913509,50935200,13032500,94801200
2016-03-10,25856800,94740222,57247200,11287700,156838700
2016-03-11,17640200,79284278,49567200,10618300,137964500
2016-03-14,20121800,55347853,43532200,6140900,73612000
2016-03-15,12642200,75699114,43439200,15226500,93169100
2016-03-16,29513800,72379969,53940800,16881300,129303200
2016-03-17,18734200,65859485,56321600,20920400,134278500
2016-03-18,18828800,65031268,60948000,19524800,138372400
